id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
888,Zacian,Warrior Pokémon,['Fairy'],2.8 m (9′02″),110.0 kg (242.5 lbs),['Intrepid Sword'],[],"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",https://pokemondb.net/pokedex/zacian,https://img.pokemondb.net/artwork/zacian-hero.jpg
889,Zamazenta,Warrior Pokémon,['Fighting'],2.9 m (9′06″),210.0 kg (463.0 lbs),['Dauntless Shield'],[],"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",https://pokemondb.net/pokedex/zamazenta,https://img.pokemondb.net/artwork/zamazenta-hero.jpg
890,Eternatus,Gigantic Pokémon,"['Poison', 'Dragon']",20.0 m (65′07″),950.0 kg (2094.4 lbs),['Pressure'],[],The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,https://pokemondb.net/pokedex/eternatus,https://img.pokemondb.net/artwork/eternatus.jpg
891,Kubfu,Wushu Pokémon,['Fighting'],0.6 m (2′00″),12.0 kg (26.5 lbs),['Inner Focus'],"['Kubfu', 'Urshifu']",Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,https://pokemondb.net/pokedex/kubfu,https://img.pokemondb.net/artwork/kubfu.jpg
892,Urshifu,Wushu Pokémon,"['Fighting', 'Dark']",1.9 m (6′03″),105.0 kg (231.5 lbs),['Unseen Fist'],"['Kubfu', 'Urshifu']",People call it the embodiment of rage. It’s said that this Pokémon’s terrifying expression and shout will rid the world of malevolence.,https://pokemondb.net/pokedex/urshifu,https://img.pokemondb.net/artwork/urshifu-single-strike.jpg
893,Zarude,Rogue Monkey Pokémon,"['Dark', 'Grass']",1.8 m (5′11″),70.0 kg (154.3 lbs),['Leaf Guard'],[],"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",https://pokemondb.net/pokedex/zarude,https://img.pokemondb.net/artwork/zarude.jpg
894,Regieleki,Electron Pokémon,['Electric'],1.2 m (3′11″),145.0 kg (319.7 lbs),['Transistor'],[],This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,https://pokemondb.net/pokedex/regieleki,https://img.pokemondb.net/artwork/regieleki.jpg
895,Regidrago,Dragon Orb Pokémon,['Dragon'],2.1 m (6′11″),200.0 kg (440.9 lbs),"[""Dragon's Maw""]",[],An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,https://pokemondb.net/pokedex/regidrago,https://img.pokemondb.net/artwork/regidrago.jpg
896,Glastrier,Wild Horse Pokémon,['Ice'],2.2 m (7′03″),800.0 kg (1763.7 lbs),['Chilling Neigh'],[],"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",https://pokemondb.net/pokedex/glastrier,https://img.pokemondb.net/artwork/glastrier.jpg
897,Spectrier,Swift Horse Pokémon,['Ghost'],2.0 m (6′07″),44.5 kg (98.1 lbs),['Grim Neigh'],[],It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,https://pokemondb.net/pokedex/spectrier,https://img.pokemondb.net/artwork/spectrier.jpg
898,Calyrex,King Pokémon,"['Psychic', 'Grass']",1.1 m (3′07″),7.7 kg (17.0 lbs),['Unnerve'],[],"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",https://pokemondb.net/pokedex/calyrex,https://img.pokemondb.net/artwork/calyrex.jpg
899,Wyrdeer,Big Horn Pokémon,"['Normal', 'Psychic']",1.8 m (5′11″),95.1 kg (209.7 lbs),"['Intimidate', 'Frisk', 'Sap Sipper']","['Stantler', 'Wyrdeer']",The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,https://pokemondb.net/pokedex/wyrdeer,https://img.pokemondb.net/artwork/wyrdeer.jpg
900,Kleavor,Axe Pokémon,"['Bug', 'Rock']",1.8 m (5′11″),89.0 kg (196.2 lbs),"['Swarm', 'Sheer Force', 'Sharpness']","['Scyther', 'Scizor', 'Kleavor']","A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one’s only recourse is to flee.",https://pokemondb.net/pokedex/kleavor,https://img.pokemondb.net/artwork/kleavor.jpg
901,Ursaluna,Peat Pokémon,"['Ground', 'Normal']",2.4 m (7′10″),290.0 kg (639.3 lbs),"['Guts', 'Bulletproof', 'Unnerve']","['Teddiursa', 'Ursaring', 'Ursaluna']",I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,https://pokemondb.net/pokedex/ursaluna,https://img.pokemondb.net/artwork/ursaluna.jpg
902,Basculegion,Big Fish Pokémon,"['Water', 'Ghost']",3.0 m (9′10″),110.0 kg (242.5 lbs),"['Swift Swim', 'Adaptability', 'Mold Breaker']","['Basculin', 'Basculegion']",Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui’s rivers is Basculegion’s equal.,https://pokemondb.net/pokedex/basculegion,https://img.pokemondb.net/artwork/basculegion-male.jpg
903,Sneasler,Free Climb Pokémon,"['Fighting', 'Poison']",1.3 m (4′03″),43.0 kg (94.8 lbs),"['Pressure', 'Unburden', 'Poison Touch']","['Sneasel', 'Weavile', 'Sneasler']","Because of Sneasler’s virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",https://pokemondb.net/pokedex/sneasler,https://img.pokemondb.net/artwork/sneasler.jpg
904,Overqwil,Pin Cluster Pokémon,"['Dark', 'Poison']",2.5 m (8′02″),60.5 kg (133.4 lbs),"['Poison Point', 'Swift Swim', 'Intimidate']","['Qwilfish', 'Overqwil']",Its lancelike spikes and savage temperament have earned it the nickname “sea fiend.” It slurps up poison to nourish itself.,https://pokemondb.net/pokedex/overqwil,https://img.pokemondb.net/artwork/overqwil.jpg
905,Enamorus,Love-Hate Pokémon,"['Fairy', 'Flying']",1.6 m (5′03″),48.0 kg (105.8 lbs),"['Cute Charm', 'Contrary']",[],"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon’s love gives rise to the budding of fresh life across Hisui.",https://pokemondb.net/pokedex/enamorus,https://img.pokemondb.net/artwork/enamorus-incarnate.jpg
906,Sprigatito,Grass Cat Pokémon,['Grass'],0.4 m (1′04″),4.1 kg (9.0 lbs),"['Overgrow', 'Protean']","['Sprigatito', 'Floragato', 'Meowscarada']",Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,https://pokemondb.net/pokedex/sprigatito,https://img.pokemondb.net/artwork/sprigatito.jpg
907,Floragato,Grass Cat Pokémon,['Grass'],0.9 m (2′11″),12.2 kg (26.9 lbs),"['Overgrow', 'Protean']","['Sprigatito', 'Floragato', 'Meowscarada']","Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",https://pokemondb.net/pokedex/floragato,https://img.pokemondb.net/artwork/floragato.jpg
908,Meowscarada,Magician Pokémon,"['Grass', 'Dark']",1.5 m (4′11″),31.2 kg (68.8 lbs),"['Overgrow', 'Protean']","['Sprigatito', 'Floragato', 'Meowscarada']","This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",https://pokemondb.net/pokedex/meowscarada,https://img.pokemondb.net/artwork/meowscarada.jpg
909,Fuecoco,Fire Croc Pokémon,['Fire'],0.4 m (1′04″),9.8 kg (21.6 lbs),"['Blaze', 'Unaware']","['Fuecoco', 'Crocalor', 'Skeledirge']",It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,https://pokemondb.net/pokedex/fuecoco,https://img.pokemondb.net/artwork/fuecoco.jpg
910,Crocalor,Fire Croc Pokémon,['Fire'],1.0 m (3′03″),30.7 kg (67.7 lbs),"['Blaze', 'Unaware']","['Fuecoco', 'Crocalor', 'Skeledirge']",The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,https://pokemondb.net/pokedex/crocalor,https://img.pokemondb.net/artwork/crocalor.jpg
911,Skeledirge,Singer Pokémon,"['Fire', 'Ghost']",1.6 m (5′03″),326.5 kg (719.8 lbs),"['Blaze', 'Unaware']","['Fuecoco', 'Crocalor', 'Skeledirge']",The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,https://pokemondb.net/pokedex/skeledirge,https://img.pokemondb.net/artwork/skeledirge.jpg
912,Quaxly,Duckling Pokémon,['Water'],0.5 m (1′08″),6.1 kg (13.4 lbs),"['Torrent', 'Moxie']","['Quaxly', 'Quaxwell', 'Quaquaval']",This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,https://pokemondb.net/pokedex/quaxly,https://img.pokemondb.net/artwork/quaxly.jpg
913,Quaxwell,Practicing Pokémon,['Water'],1.2 m (3′11″),21.5 kg (47.4 lbs),"['Torrent', 'Moxie']","['Quaxly', 'Quaxwell', 'Quaquaval']","These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",https://pokemondb.net/pokedex/quaxwell,https://img.pokemondb.net/artwork/quaxwell.jpg
914,Quaquaval,Dancer Pokémon,"['Water', 'Fighting']",1.8 m (5′11″),61.9 kg (136.5 lbs),"['Torrent', 'Moxie']","['Quaxly', 'Quaxwell', 'Quaquaval']",A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,https://pokemondb.net/pokedex/quaquaval,https://img.pokemondb.net/artwork/quaquaval.jpg
915,Lechonk,Hog Pokémon,['Normal'],0.5 m (1′08″),10.2 kg (22.5 lbs),"['Aroma Veil', 'Gluttony', 'Thick Fat']","['Lechonk', 'Oinkologne']",It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,https://pokemondb.net/pokedex/lechonk,https://img.pokemondb.net/artwork/lechonk.jpg
916,Oinkologne,Hog Pokémon,['Normal'],1.0 m (3′03″),120.0 kg (264.6 lbs),"['Lingering Aroma', 'Gluttony', 'Thick Fat']","['Lechonk', 'Oinkologne']","Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",https://pokemondb.net/pokedex/oinkologne,https://img.pokemondb.net/artwork/oinkologne-male.jpg
917,Tarountula,String Ball Pokémon,['Bug'],0.3 m (1′00″),4.0 kg (8.8 lbs),"['Insomnia', 'Stakeout']","['Tarountula', 'Spidops']","The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",https://pokemondb.net/pokedex/tarountula,https://img.pokemondb.net/artwork/tarountula.jpg
918,Spidops,Trap Pokémon,['Bug'],1.0 m (3′03″),16.5 kg (36.4 lbs),"['Insomnia', 'Stakeout']","['Tarountula', 'Spidops']",It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,https://pokemondb.net/pokedex/spidops,https://img.pokemondb.net/artwork/spidops.jpg
919,Nymble,Grasshopper Pokémon,['Bug'],0.2 m (0′08″),1.0 kg (2.2 lbs),"['Swarm', 'Tinted Lens']","['Nymble', 'Lokix']","It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",https://pokemondb.net/pokedex/nymble,https://img.pokemondb.net/artwork/nymble.jpg
920,Lokix,Grasshopper Pokémon,"['Bug', 'Dark']",1.0 m (3′03″),17.5 kg (38.6 lbs),"['Swarm', 'Tinted Lens']","['Nymble', 'Lokix']","When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",https://pokemondb.net/pokedex/lokix,https://img.pokemondb.net/artwork/lokix.jpg
921,Pawmi,Mouse Pokémon,['Electric'],0.3 m (1′00″),2.5 kg (5.5 lbs),"['Static', 'Natural Cure', 'Iron Fist']","['Pawmi', 'Pawmo', 'Pawmot']",It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,https://pokemondb.net/pokedex/pawmi,https://img.pokemondb.net/artwork/pawmi.jpg
922,Pawmo,Mouse Pokémon,"['Electric', 'Fighting']",0.4 m (1′04″),6.5 kg (14.3 lbs),"['Volt Absorb', 'Natural Cure', 'Iron Fist']","['Pawmi', 'Pawmo', 'Pawmot']","When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",https://pokemondb.net/pokedex/pawmo,https://img.pokemondb.net/artwork/pawmo.jpg
923,Pawmot,Hands-On Pokémon,"['Electric', 'Fighting']",0.9 m (2′11″),41.0 kg (90.4 lbs),"['Volt Absorb', 'Natural Cure', 'Iron Fist']","['Pawmi', 'Pawmo', 'Pawmot']","This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",https://pokemondb.net/pokedex/pawmot,https://img.pokemondb.net/artwork/pawmot.jpg
924,Tandemaus,Couple Pokémon,['Normal'],0.3 m (1′00″),1.8 kg (4.0 lbs),"['Run Away', 'Pickup', 'Own Tempo']","['Tandemaus', 'Maushold']","Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",https://pokemondb.net/pokedex/tandemaus,https://img.pokemondb.net/artwork/tandemaus.jpg
925,Maushold,Family Pokémon,['Normal'],0.3 m (1′00″),2.8 kg (6.2 lbs),"['Friend Guard', 'Cheek Pouch', 'Technician']","['Tandemaus', 'Maushold']","The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",https://pokemondb.net/pokedex/maushold,https://img.pokemondb.net/artwork/maushold-family4.jpg
926,Fidough,Puppy Pokémon,['Fairy'],0.3 m (1′00″),10.9 kg (24.0 lbs),"['Own Tempo', 'Klutz']","['Fidough', 'Dachsbun']",This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,https://pokemondb.net/pokedex/fidough,https://img.pokemondb.net/artwork/fidough.jpg
927,Dachsbun,Dog Pokémon,['Fairy'],0.5 m (1′08″),14.9 kg (32.8 lbs),"['Well-Baked Body', 'Aroma Veil']","['Fidough', 'Dachsbun']","The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",https://pokemondb.net/pokedex/dachsbun,https://img.pokemondb.net/artwork/dachsbun.jpg
928,Smoliv,Olive Pokémon,"['Grass', 'Normal']",0.3 m (1′00″),6.5 kg (14.3 lbs),"['Early Bird', 'Harvest']","['Smoliv', 'Dolliv', 'Arboliva']",It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,https://pokemondb.net/pokedex/smoliv,https://img.pokemondb.net/artwork/smoliv.jpg
929,Dolliv,Olive Pokémon,"['Grass', 'Normal']",0.6 m (2′00″),11.9 kg (26.2 lbs),"['Early Bird', 'Harvest']","['Smoliv', 'Dolliv', 'Arboliva']","Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",https://pokemondb.net/pokedex/dolliv,https://img.pokemondb.net/artwork/dolliv.jpg
930,Arboliva,Olive Pokémon,"['Grass', 'Normal']",1.4 m (4′07″),48.2 kg (106.3 lbs),"['Seed Sower', 'Harvest']","['Smoliv', 'Dolliv', 'Arboliva']","This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",https://pokemondb.net/pokedex/arboliva,https://img.pokemondb.net/artwork/arboliva.jpg
931,Squawkabilly,Parrot Pokémon,"['Normal', 'Flying']",0.6 m (2′00″),2.4 kg (5.3 lbs),"['Intimidate', 'Hustle', 'Guts']",[],"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",https://pokemondb.net/pokedex/squawkabilly,https://img.pokemondb.net/artwork/squawkabilly-green.jpg
932,Nacli,Rock Salt Pokémon,['Rock'],0.4 m (1′04″),16.0 kg (35.3 lbs),"['Purifying Salt', 'Sturdy', 'Clear Body']","['Nacli', 'Naclstack', 'Garganacl']","It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",https://pokemondb.net/pokedex/nacli,https://img.pokemondb.net/artwork/nacli.jpg
933,Naclstack,Rock Salt Pokémon,['Rock'],0.6 m (2′00″),105.0 kg (231.5 lbs),"['Purifying Salt', 'Sturdy', 'Clear Body']","['Nacli', 'Naclstack', 'Garganacl']",This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,https://pokemondb.net/pokedex/naclstack,https://img.pokemondb.net/artwork/naclstack.jpg
934,Garganacl,Rock Salt Pokémon,['Rock'],2.3 m (7′07″),240.0 kg (529.1 lbs),"['Purifying Salt', 'Sturdy', 'Clear Body']","['Nacli', 'Naclstack', 'Garganacl']",Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,https://pokemondb.net/pokedex/garganacl,https://img.pokemondb.net/artwork/garganacl.jpg
935,Charcadet,Fire Child Pokémon,['Fire'],0.6 m (2′00″),10.5 kg (23.1 lbs),"['Flash Fire', 'Flame Body']","['Charcadet', 'Armarouge', 'Ceruledge']","Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",https://pokemondb.net/pokedex/charcadet,https://img.pokemondb.net/artwork/charcadet.jpg
